PRPF40A	9.14050946413719e-28	0.279925067275435	0.786	0.391	2.52040407964119e-23	somatosensory	1
CLMP	7.08971304628031e-33	0.403326966375257	0.35	0.173	1.91847635032345e-28	somatosensory	1
RAB2A	2.74028146269203e-15	0.48313292124251	0.459	0.2885	7.41520163804465e-11	somatosensory	2
RPS11	0	0.434032872536463	0.996	0.967	0	somatosensory	1
RPS17	0	0.378239709327735	1	0.987	0	somatosensory	1
PSMA2	0.00411355951700805	0.33213565559428	0.597	0.3795	0.5	somatosensory	2
RP11-76I14.1	3.88547445703345e-08	0.33768062893109	0.481333333333333	0.246	0.000935078282851041	somatosensory	3
YBX1	8.36978181524255e-168	1.03915840721152	0.952	0.552	2.01427169165627e-163	somatosensory	2
ANXA2	6.3451217875738e-26	0.406777842105313	0.389	0.162	1.73031471147138e-21	somatosensory	1
FARP1	9.56352446415076e-14	0.350964850315775	0.299	0.207	2.5878897199992e-09	somatosensory	1
ATOX1	1.79672811247911e-75	0.632526889104332	0.552	0.325	4.86194627236847e-71	somatosensory	1
PNISR	7.87312044679733e-15	0.262701386501066	0.882	0.598	2.1709342319999e-10	somatosensory	1
SMARCD3	1.27588068446776e-35	0.485093912038838	0.364	0.19	3.45253313216977e-31	somatosensory	1
BLOC1S1	1.28018301130032e-67	0.672028307491731	0.329	0.107	3.46417522857868e-63	somatosensory	1
PTN	0.000829391813506345	0.502251856362317	0.79	0.561	0.5	somatosensory	2
BTG2	4.76618663239353e-27	0.580612223876755	0.605	0.343	1.32990905603677e-22	somatosensory	1
NDUFS6	5.33772960013485e-35	0.356790532596492	0.629	0.544	1.44438962979649e-30	somatosensory	1
HDDC2	0.00184827979018213	0.51766029336981	0.288	0.138	1	somatosensory	1
FAM111A	2.00353466158441e-27	0.271545866135611	0.607	0.264	5.52454647585284e-23	somatosensory	1
TBCB	2.78258382043504e-28	0.351945454158473	0.542	0.399	7.72834830287627e-24	somatosensory	1
NDUFB1	3.41232714478302e-30	0.555026155364228	0.7825	0.5365	7.0659058187022e-26	somatosensory	2
ZC3H13	3.50499410608876e-08	0.252552249922593	0.302	0.17	0.000843511881571322	somatosensory	1
DLL3	1.20730670792196e-20	0.45156204686719	0.285	0.114	3.36874790711465e-16	somatosensory	1
HSPB1	3.48185165672497e-13	0.528813451919422	0.624	0.410333333333333	9.49500946788903e-09	somatosensory	3
TK1	1.23388386486725e-32	0.286728187853191	0.502	0.18	3.40231136898496e-28	somatosensory	1
RTN4	4.84898121055947e-28	0.454100298842608	0.840666666666667	0.642	1.32231717611956e-23	somatosensory	3
BUB3	5.23121608343447e-18	0.275180213297122	0.907	0.535	1.44245552284622e-13	somatosensory	1
RPL10A	9.11054266942642e-173	0.255930960690709	0.991	0.982	2.46531284634679e-168	somatosensory	1
RPL26	2.3643515673555e-249	0.311532741690639	0.998	0.987	6.39793534126397e-245	somatosensory	1
KCNG1	1.07845851999398e-25	0.296301758398607	0.572	0.242	2.97374152303141e-21	somatosensory	1
NDUFB10	5.94689740019153e-25	0.332307492487774	0.498	0.355	1.65169128392919e-20	somatosensory	1
IER2	3.2359025971152e-79	1.16206288480239	0.643	0.3095	7.78752319021745e-75	somatosensory	2
COX5A	1.47676444534912e-36	0.721134839332472	0.5205	0.254	3.99612458911473e-32	somatosensory	2
RPS18	0	0.430616763111692	1	0.989	0	somatosensory	1
POLR2L	3.11211892959652e-103	0.583138229016863	0.7	0.508	8.42139382348819e-99	somatosensory	1
TMSB10	0	0.440952265767815	1	0.98	0	somatosensory	1
MPPED2	2.9465272433468e-20	0.284030589106544	0.597	0.323	8.03517979260673e-16	somatosensory	1
RAC1	0	1.22784517625893	0.888	0.373	0	somatosensory	1
CTNND2	6.5147168806179e-07	0.620063647849491	0.288	0.086	0.0136001229599779	somatosensory	1
SYT1	8.50807306759625e-11	0.665774670756608	0.4385	0.2005	2.04755286444771e-06	somatosensory	2
UQCR11	3.95938526049982e-83	0.510874820944244	0.688	0.54	1.07140965149125e-78	somatosensory	1
TPX2	7.16827674913364e-28	0.39744887028719	0.732	0.362	1.97658063080611e-23	somatosensory	1
RPL19	3.69194906185614e-80	0.264006142506634	0.9995	0.9965	1.02540193243992e-75	somatosensory	2
CCNI	3.51022671052449e-75	0.88021752322611	0.782	0.371	8.44771160154825e-71	somatosensory	1
CLSTN1	5.50514552100934e-20	0.362693145750265	0.306	0.189	1.48969237798513e-15	somatosensory	1
SREK1IP1	1.83304478863035e-18	0.397791588974178	0.359	0.256	4.96021919803373e-14	somatosensory	1
EEF2	1.06891169987751e-20	0.336815030063801	0.925	0.78	2.98258431616822e-16	somatosensory	1
PHIP	1.28018903019504e-22	0.292011251249892	0.891	0.517	3.5299932318598e-18	somatosensory	1
LINC00493	6.0533302179303e-15	0.342045652164993	0.42	0.333	1.63803115697194e-10	somatosensory	1
HMGN5	5.35384331788468e-29	0.284399793586317	0.54	0.22	1.47626875647352e-24	somatosensory	1
RTN1	4.80074776393988e-60	0.573902135876256	0.758	0.338	1.30916391522641e-55	somatosensory	1
AC090498.1	5.14386811149269e-119	0.729544492272045	0.655	0.374	1.39193071096992e-114	somatosensory	1
DDX5	4.61617280511411e-15	0.259613776051523	0.981	0.703	1.27286348928216e-10	somatosensory	1
ATP5G2	0.00386144817835225	0.269352864096737	0.761	0.7045	0.5	somatosensory	2
NUCKS1	0.0058244146253718	0.284169589142671	0.846	0.766	1	somatosensory	1
CCNB1	0.000755257979266719	0.515721302881472	0.519	0.31	1	somatosensory	1
TMEM158	1.42022370159725e-20	0.496405080633018	0.917	0.647	3.91612483478425e-16	somatosensory	1
ZEB1	1.15941221245037e-20	0.358307571421764	0.7305	0.4405	3.23510785976011e-16	somatosensory	2
SMC2	9.73468095371637e-26	0.330196304974124	0.821	0.444	2.68424092617775e-21	somatosensory	1
RPLP0	4.06258135867843e-46	0.294932395607702	0.982	0.955	1.12834134655935e-41	somatosensory	1
HNRNPD	1.07130033420729e-14	0.303489696572844	0.682	0.497	2.96270315263704e-10	somatosensory	4
PTPRS	5.60052198122077e-34	0.462276409738417	0.325	0.162	1.51550124811834e-29	somatosensory	1
EIF4E	0.00488066012647319	0.340895845588505	0.692	0.551	1	somatosensory	1
COTL1	2.96114793263967e-44	0.276395491111977	0.263	0.052	8.07505041230837e-40	somatosensory	1
TCF25	2.18217015972158e-25	0.324205554161195	0.591	0.523	5.90495245220659e-21	somatosensory	1
SMARCC1	7.06043667619283e-16	0.277427532062285	0.452	0.263	1.97007364575809e-11	somatosensory	1
PTRHD1	2.19150416389671e-17	0.372764482288397	0.385	0.288	5.93021026750451e-13	somatosensory	1
YWHAG	8.36436645070605e-09	0.270181128726877	0.368	0.304	0.000226339756156106	somatosensory	1
SYNE2	2.5932957659971e-24	0.490580633458481	0.772666666666667	0.502666666666667	6.30872299416318e-20	somatosensory	3
ATP5J2	6.58572137593781e-162	0.582557946256782	0.819	0.637	1.78209620432877e-157	somatosensory	1
EPN2	7.60193843909449e-14	0.316896510526027	0.254	0.164	2.05708454161897e-09	somatosensory	1
GADD45G	3.47345136285745e-08	0.36551764571324	0.3645	0.221	0.000969197133778115	somatosensory	2
NETO2	3.39796546584762e-11	0.340190157712716	0.369333333333333	0.191666666666667	9.48134303933181e-07	somatosensory	3
MMS22L	2.45049916599549e-32	0.312332029161405	0.626	0.258	6.75700640031595e-28	somatosensory	1
COX6C	0.000322454208674972	0.36851673927247	0.8945	0.7865	0.5	somatosensory	2
FXYD6	1.69150041198578e-15	0.266914329510914	0.796	0.572	4.61272162348523e-11	somatosensory	1
CENPE	1.98814639081978e-21	0.329065010746636	0.524	0.243	5.48211485804646e-17	somatosensory	1
