NPDC1	2.11305313030502e-08	0.554808112789103	0.611	0.497	0.000571792177060539	somatosensory	1
FSTL1	0.0050555977840531	0.403332065227806	0.688	0.29	1	somatosensory	1
C5orf42	1.55409040987732e-06	0.518814677815378	0.375	0.059	0.0428524889619573	somatosensory	1
GMPR2	0.000140279568843504	0.26366171809438	0.407	0.101	1	somatosensory	1
ACTN4	0.000349245169754243	0.478620901897936	0.778	0.37	1	somatosensory	1
RPS11	1.31915607650119e-34	0.394107125291066	1	0.975	3.56963634301222e-30	somatosensory	1
RPS17	3.81660331080555e-32	0.304205845701298	0.992	0.99	1.03277285590398e-27	somatosensory	1
TEX264	1.31961146845273e-06	0.341371630831544	0.625	0.147	0.0363869666311155	somatosensory	1
KRTCAP2	4.72515795049397e-05	0.258211510284462	0.783	0.366	0.978438456808787	somatosensory	1
COBLL1	0.000294046470153256	0.485605738852248	0.8055	0.4215	1	somatosensory	2
SMNDC1	0.000547087541241362	0.253453704182187	0.438	0.118	1	somatosensory	1
ATOX1	1.05811471750033e-20	0.470581350338399	0.905	0.829	2.86325842555588e-16	somatosensory	1
FARP1	0.000521271424420556	0.785081794852373	0.75	0.372	1	somatosensory	1
DLG1	1.00110395674663e-05	0.333396205571839	0.5	0.111	0.276044405033317	somatosensory	1
MAP4	0.00130796783205131	0.285789643800099	0.852	0.395	1	somatosensory	1
PTN	5.71793393480017e-06	0.877783409517499	1	0.836	0.159547510582729	somatosensory	1
NCBP2-AS2	0.000271877571498701	0.424164938876686	0.5	0.15	1	somatosensory	1
ATF6B	1.54773632468526e-06	0.688367705754356	0.5	0.106	0.0426772814168713	somatosensory	1
APBB2	0.000676744860078129	0.359799013718607	0.375	0.101	1	somatosensory	1
LPP	0.00193445221553373	0.489832677111024	0.422	0.092	1	somatosensory	2
NDUFS6	7.39674025134257e-14	0.472942188876173	0.825	0.794	2.0015579120133e-09	somatosensory	1
EIF4EBP2	0.00624758544630068	0.626841455002104	0.375	0.083	1	somatosensory	1
TBCB	0.00020920033628929	0.310988119684302	0.659	0.446	1	somatosensory	1
NDUFB1	0.0031436511653476	0.561374742827183	0.856	0.579666666666667	0.666666666666667	somatosensory	3
ECHS1	0.00418458063913086	0.264348176548428	0.565	0.387	1	somatosensory	1
HSPB1	1.89020584295929e-20	0.428241979381338	0.921	0.884	5.11489701104785e-16	somatosensory	1
CNPY2	2.03305856747102e-05	0.427009715587056	0.688	0.197	0.56059556939446	somatosensory	1
NAPRT	0.00792375375473401	0.392851317238192	0.429	0.402	1	somatosensory	1
