MAGEH1	8.01134936610293e-46	0.258854651520884	0.55	0.269	2.18469497213627e-41	somatosensory	1
C2CD5	0.0011989777564797	1.12960488110162	0.4	0.069	1	somatosensory	1
RAB2A	6.78414764339178e-65	0.840163803658651	0.532	0.197	1.63267297185866e-60	somatosensory	1
CLMP	1.48266984976666e-50	0.404963251824752	0.574	0.266333333333333	4.13673439041041e-46	somatosensory	3
RPS11	1.63955954350569e-46	0.365746575321599	0.915	0.806	4.57486299424393e-42	somatosensory	1
CCDC167	0.00129899636883857	0.269268509052393	0.557	0.392	1	somatosensory	1
RPS17	1.12004907703753e-59	0.34216378445876	0.965	0.886	3.12527293965783e-55	somatosensory	1
YBX1	0.00260468107673299	0.706540980068492	0.843666666666667	0.557333333333333	0.666666666666667	somatosensory	3
AMER2	1.06263570701717e-29	0.372533426657455	0.337	0.164	2.96507241329001e-25	somatosensory	1
VAMP2	3.18142799080563e-45	0.264649746193346	0.901	0.684	8.67575413092696e-41	somatosensory	1
PNISR	5.02003928044335e-30	0.333928393681094	0.747	0.491	1.40074156042211e-25	somatosensory	2
MAP4	2.60214327747108e-53	0.300053379375743	0.582	0.278	7.09604471766364e-49	somatosensory	1
SMARCD3	4.79688091873628e-06	0.728636375860712	0.708	0.2815	0.129803597661842	somatosensory	2
PTN	0.000282523627779265	0.934227019275442	1	0.46	1	somatosensory	1
SRCIN1	7.26079457189102e-05	1.22169627085718	0.6	0.11	1	somatosensory	1
NDUFS6	0.000376301843899678	0.914314642438398	1	0.377	1	somatosensory	1
DDX19A	0.00989326778372868	0.982857744074656	0.4	0.088	1	somatosensory	1
MTF2	1.45234345728679e-22	0.346456223634995	0.301	0.161	4.05247394886733e-18	somatosensory	1
TBCB	3.68110266398253e-64	0.424998824439669	0.817	0.645	1.02238945389451e-59	somatosensory	1
NDUFB1	1.58667327395365e-05	0.693113218477389	0.798666666666667	0.362	0.333333333333333	somatosensory	3
PDHA1	0.00136092723788812	0.366044412446116	0.304	0.177	1	somatosensory	1
TNIK	1.75725732676288e-18	0.277338583668853	0.3675	0.172	4.90327511886647e-14	somatosensory	2
ZC3H13	9.31725416878795e-47	0.254813766696463	0.499	0.228	2.54081521182847e-42	somatosensory	1
WASF1	4.08405529153811e-31	0.58348811737441	0.455	0.24	9.82868746461561e-27	somatosensory	1
RP11-382A20.3	2.07458846593909e-51	0.267341723433622	0.509	0.217	5.65740274661591e-47	somatosensory	1
ARPC2	1.00468004376768e-12	0.264474325746195	0.6765	0.467	2.41786299333129e-08	somatosensory	2
RTN4	7.59716446129005e-29	0.362231010141224	0.8305	0.6555	1.82833359925406e-24	somatosensory	2
PTMA	2.66122534972185e-59	0.279187192634851	0.997	0.992	7.42561709332887e-55	somatosensory	1
COX5A	1.59707872841615e-127	1.26080949007255	0.543	0.081	3.84352966780632e-123	somatosensory	1
SLC25A3	1.68763349954455e-32	0.252432572989454	0.767	0.474	4.60217655325799e-28	somatosensory	1
MACF1	5.53971070455326e-20	0.317153887839554	0.481	0.313	1.54574547789149e-15	somatosensory	1
DCTN4	3.80184621692938e-98	0.299836638655224	0.449	0.122	7.87248296139567e-94	somatosensory	1
KMT2E	4.24462515328454e-42	0.30335128034769	0.667	0.343	1.15750927930069e-37	somatosensory	1
BRD9	7.08324083504717e-87	0.305338428556823	0.523	0.18	1.46672667971322e-82	somatosensory	1
HNRNPH1	0.00113618700186166	0.766228512576698	0.519	0.396	1	somatosensory	1
PRKAR2B	2.29719444258084e-16	0.28516811841891	0.406	0.264	6.40986165313331e-12	somatosensory	1
ST3GAL2	0.000334197017058764	0.968011491509732	0.4	0.054	1	somatosensory	1
TMEM160	5.86123790412481e-74	0.990633954346295	0.304	0.011	1.41056551400668e-69	somatosensory	1
SYT1	0.00169845929158984	0.384115767471491	0.8925	0.71	0.250000000000141	somatosensory	4
UQCR11	1.93714669400706e-06	0.321666493903487	0.864	0.639	0.0404398743840915	somatosensory	2
GNAL	2.22059306388093e-154	0.601310178093518	0.446	0.064	6.05555728520328e-150	somatosensory	1
CCNI	1.69408363479407e-66	0.593539376116357	0.941333333333333	0.767	4.7270015661659e-62	somatosensory	3
CRNKL1	1.89647118306574e-91	0.29386005455057	0.379	0.086	3.92702287877423e-87	somatosensory	1
CLSTN1	4.03283665369913e-64	0.282484839940847	0.34	0.092	1.09975455546375e-59	somatosensory	1
LINC00493	0.00554330878435827	0.797401953639853	0.8	0.327	1	somatosensory	1
RTN1	3.02857540298012e-88	0.284984307312303	0.995	0.95	8.2589251239268e-84	somatosensory	1
C2orf49	9.4876475696132e-79	0.25261301889337	0.389	0.101	1.96460718223981e-74	somatosensory	1
CACNA2D1	3.35942271510325e-52	0.401370228997309	0.637	0.28	6.9563566161643e-48	somatosensory	2
FNBP1L	7.12982774463255e-44	0.376256147471253	0.7735	0.5065	1.98943583558482e-39	somatosensory	2
ZEB1	5.3884190434332e-05	1.1632871812029	0.4	0.046	1	somatosensory	1
HNRNPD	3.71047752499037e-76	0.629562273541901	0.526	0.22	1.03533454379806e-71	somatosensory	1
CARM1	0.00111003002785222	1.0189326019391	0.4	0.06	1	somatosensory	1
PTPRS	0.00449913466063299	0.522934488544368	0.342	0.235	1	somatosensory	1
COTL1	2.81662459343481e-65	0.37026912636906	0.689	0.351	7.68093526629674e-61	somatosensory	1
TCF25	1.49439019759553e-70	0.287118685312218	0.811	0.453	3.09443378216106e-66	somatosensory	1
CTNNBL1	1.68290587854909e-114	0.542913155932075	0.472	0.115	4.58928433080335e-110	somatosensory	1
NDUFA6	0.000706636537743558	0.838161798280831	1	0.449	1	somatosensory	1
SMARCC1	1.05205503516782e-26	0.382621873118213	0.287	0.134	2.93554916462876e-22	somatosensory	1
SYNE2	4.76594511359452e-71	0.553085720459068	0.5385	0.2275	9.86884254747305e-67	somatosensory	2
ATP5J2	0.000228209113281421	0.293815927553128	0.8895	0.6865	0.5	somatosensory	2
EPN2	6.41765150643495e-96	0.332981709750542	0.524	0.183	1.32890309743748e-91	somatosensory	1
GADD45G	0.00372906897520911	0.944068206666131	0.6	0.166	1	somatosensory	1
NETO2	1.96371498505098e-54	0.493993082835851	0.629333333333333	0.312333333333333	5.35505076423404e-50	somatosensory	3
KLHDC4	0.000153715448894937	0.941912912351684	0.4	0.051	1	somatosensory	1
NDUFAB1	0.00253958040087306	0.614797576103969	1	0.603	1	somatosensory	1
EIF5B	2.4404633144002e-12	0.277466683050456	0.553	0.307	6.8096247861709e-08	somatosensory	2
WDR70	1.85142223713842e-120	0.338525034599134	0.454	0.12	3.83374002644254e-116	somatosensory	1
GABARAP	1.84330872346583e-101	0.335906268991397	0.323	0.045	3.81693937368069e-97	somatosensory	1
