PPP1CB	0.00204536858212295	0.646593252385242	0.786	0.391	1	somatosensory	1
SET	0.0041205736830984	0.657618406564488	0.929	0.678	1	somatosensory	1
MGST3	0.00446312155634178	0.651326214957796	0.929	0.626	1	somatosensory	1
CCT3	0.000557626600926037	0.676237715456158	0.857	0.417	1	somatosensory	1
WBP2	0.00827433842914324	0.521437940670641	0.5	0.183	1	somatosensory	1
PTPN12	0.00996559947867501	0.525991753144494	0.286	0.07	1	somatosensory	1
TSTD1	0.00896511846309155	0.666308870219497	0.857	0.539	1	somatosensory	1
PCP4	0.00830970325491759	0.574229405064776	0.857	0.452	1	somatosensory	1
GALNT8	0.00120784901552541	0.803974416662876	0.5	0.174	1	somatosensory	1
DDAH1	0.000895160256319372	0.734437767117883	0.643	0.27	1	somatosensory	1
TRIM69	0.0061008620060445	0.540604093975498	0.286	0.07	1	somatosensory	1
LZIC	0.0061008620060445	0.775867466243428	0.286	0.07	1	somatosensory	1
FIBP	0.00113199910213741	0.702308952701716	0.786	0.357	1	somatosensory	1
KLHL13	1.22754202101333e-05	0.939246159516095	0.643	0.183	0.256261672306742	somatosensory	1
DPP10	0.000212120980513123	0.598053484908068	0.286	0.035	1	somatosensory	1
C14orf1	0.000125607025476288	1.05713262622118	0.643	0.235	1	somatosensory	1
UBE2Z	0.00638580021398118	0.755496566407576	0.286	0.07	1	somatosensory	1
ZNF25	0.00455096888686901	0.57373398552022	0.286	0.061	1	somatosensory	1
ACSL3	0.000684195679200818	0.866656908254774	0.571	0.191	1	somatosensory	1
TMEM258	0.00250929652088345	0.453053268843759	1	0.774	1	somatosensory	1
MAP1B	0.00971401037601681	0.385726236710036	1	0.965	1	somatosensory	1
SUZ12	0.00321253269746952	0.766374793112573	0.286	0.061	1	somatosensory	1
SERF2	0.00580130008661582	0.453517896336101	0.929	0.87	1	somatosensory	1
UQCR10	0.00422782168263303	0.541694717468626	1	0.87	1	somatosensory	1
CD47	0.00984159430016518	0.494867674104381	0.714	0.365	1	somatosensory	1
MPHOSPH6	0.00514768602998601	0.769786369293778	0.643	0.339	1	somatosensory	1
TP73	0.00602703313834376	0.665796521626739	0.357	0.113	1	somatosensory	1
GAP43	0.000349075779831803	0.732860004322366	0.929	0.843	1	somatosensory	1
AP2M1	0.00667219599901142	0.510211020422466	0.786	0.617	1	somatosensory	1
CDK5RAP3	0.00926906264199857	0.560984025750133	0.357	0.104	1	somatosensory	1
UQCR11	0.0052644119607608	0.567952613880793	1	0.948	1	somatosensory	1
ST6GALNAC3	0.000199994066122027	0.602708692724486	0.357	0.061	1	somatosensory	1
UQCRQ	0.00287241669521368	0.556916982103122	1	0.887	1	somatosensory	1
CLSTN1	0.000164271188917839	0.95188188900877	0.714	0.287	1	somatosensory	1
NDUFA4	0.00514349985791845	0.464987796451865	1	0.957	1	somatosensory	1
PDCD11	0.0058274263938216	0.75545485097257	0.286	0.07	1	somatosensory	1
COX7C	0.00248522834974528	0.413370545093216	1	0.948	1	somatosensory	1
BMP7	0.00373474814455974	0.69508634277816	0.286	0.061	1	somatosensory	1
CUX1	0.000268349277688859	0.706525303644949	0.643	0.209	1	somatosensory	1
MDH2	0.00419128238028365	0.55968875039856	0.714	0.339	1	somatosensory	1
PPP3CA	0.002640095415744	0.702417083232409	0.786	0.417	1	somatosensory	1
ATP5I	0.000128932682260612	0.655512359699939	1	0.913	1	somatosensory	1
SEC61B	0.000997745485178491	0.653911247909099	0.857	0.53	1	somatosensory	1
BEX5	0.000133501712773225	0.79974658321597	1	0.678	1	somatosensory	1
NDUFB8	0.00343804232217633	0.525102544813683	1	0.661	1	somatosensory	1
STX7	0.000133286891675847	0.776067885720265	0.643	0.183	1	somatosensory	1
C19orf48	4.15726880351371e-05	0.862280714699771	0.286	0.026	0.867871435421522	somatosensory	1
N6AMT2	3.71202416608492e-07	0.79016098323142	0.286	0.009	0.00774922164911889	somatosensory	1
USMG5	0.005890880904609	0.51726349557901	0.929	0.896	1	somatosensory	1
ZHX1	0.000105866017392898	0.616204389608303	0.357	0.052	1	somatosensory	1
TBCA	0.000258342331983388	0.629129952159786	1	0.852	1	somatosensory	1
